Reviews,Rating
I  loved being able to track my workouts. I thought it was a pretty great fitness tracker overall but I was very disappointed with the software issues that messed up with the heart rate monitor. The syncing was not always easy and the texts/calls would stop coming through for no reason - I didn't mind so much as my main use was as a fitness tracker but as a main feature of the tracker they should have been working. I gave up with the poor heart rate tracking and I am so thankful that Amazon provided great customer service in processing a return.,3.0
Brought a few of these as gifts a couple of mouths ago and the people I gave them to are really pleased with. They work well and seem accurate. With the ability to receive messages and notifications as well as the fitness features makes it a great all round smartwatch.,5.0
"Present bought as replacement for a successful first generation Versa, nice quality, arrived quickly. A little confusion over the changed interface and moving music is unnecessarily complex, but the recipient is a very happy bunny and has played with it incessantly since Christmas. A little trepidation over the replacement wrist straps as that tends to be the part which fails first, but will see how it goes. So far nearly a month down the road all is going swimmingly - which incidentally is something that it excels at monitoring swimming.",5.0
"love this. that's all there is to it. compared to the previous versa, this is a big step forward. the screen is so much crisper and nicer and the battery life is epic. the software is also much improved for better integration to android and of course with the fitbit smart scale. i have not used the alexa functionality yet, but the other features are all just that little bit better compared to the last generation of this watch.the build quality is also superb, it feels comfortable on the wrist and is nice and responsive and very intuitive with very little learning needed.excellent item.",5.0
"Great as a fitness tracker but other app's are not worth writing about. I brought this for my wife, luckily she only wanted a fitness tracker but I thought I would spend a bit more money as this could play music and had built in Alexa. Alexa isn't great it will only display text and is very limited to what questionsit will answer. The music app isn't much better either. I have a galaxy smartwatch which is so much better value for money and user friendly. If you want a fitness tracker go for a cheaper option and save your money or if you want the app's buy an actual smartwatch.",3.0
"This is utter rubbish, not accurate at all, sitting at my desk for 5 munites got me 250 steps, brushing my teeth got me 300, eating cereal got me 200, it's stupid by the end of the day it's saying you've done 78998000 steps, also if you want to connect the music apps like Spotify you need to have the £10 subscription or you can't use it, waste of money don't bother buying it",1.0
Brought this to upgrade original fitbit which I had no issues with the watch kept closing down and now does not work at all wrong time zone kept appearing not recording accurate states goid looking watch but very frustrating with so many issues awaiting replacement from fitbit thanks to Amazone support will give it one more bash but not holding out much hope will be asking for refund shouid not advice buying,1.0
"You are better off with the 20£ variant of the fitbit as its always synced to your phone, this on the other hand will only sync once you spend 30-40 mins resetting everything turning apps off and on trying multiple WiFi networks turn Bluetooth on and off and even then you have a 50% chance of it syncing, I have not managed to sync it in the last 4 days. It's not worth the effort. I've had it for just over a week and have synced it maybe 2-3 times with a lot of effort.Looking online you will find many more people having sync issues, and the usual text book answer is do a factory reset, which I've tried and it also doesn't work all the time and its not really a sustainable solution as you cant be expected to factory reset it every other day just so you can sync it",1.0
Bought for my wife for Christmas. Should have believed the bad reviews. Connected on first attempt. Since then has not stayed connected more than a few minutes. Won't log sleep and has now started to lose time. App won't connect to Wi-Fi. Even Fitbit web site is full of these problems but seems unwilling to help owners or resolve the problems. Am now returning to Amazon. Am really disappointed as it was a gift for my wife. Won't buy Fitbit again.,1.0
"ProsLooks niceStrap fits a small wrist of 5.5''Not feel fiddly when navigating.ConsOnly bank fitbit pay works with is Santander.Can only respond to text messages, WhatsApp (can do this by speaking to text)Can answer incoming phone calls BUT the microphone does not work with the watch so the conversation must be from phone.I purchased this item for the use of being able to call people if I had a fall. The fact I cannot even initiate a text let alone phone calls is a massive flaw. Also, the fact that you have to have a Santander bank card to even use fitbit pay is a big problem for me.Would not recommend this product for an extention to communicate with people.This is just a poormans glorified fitness watch.",1.0
"I have had several Fitbit in the past including Charge Hr & Blaze.I love my gadgets but I'm not a tech expert so this is a review from an every day user without huge expertise.Pros - display & screen look sleek. Stats are accurate & watch looks nice.Negatives - I have had to update software & this was a nightmare. I've had to restart phone, reset Fitbit several times. When I could see that upgrade was eventually kicking in, it too over 3 hours & an amount of stress. I haven't experienced this with my previous watches. Alex for me is pretty useless & as many other reviews have stated, I don't think the pay app will be supported in the UK.If I could go back and buy another model then I would have gone for Versa 1 or the Iconic.",3.0
I have been using this product for several months now. I like the fact that is easy to use and looks really nice. I had to buy a different watch strap as the original one gave me skin irritations. I have had other smart watches before and honestly for the price difference this Fitbit does not add much features. I love the fact that you can use it to pay contactless and the possibility to control Spotify is great and works perfectly. It is a pity that you must pay for other elements such as clock faces (some are still free). In general the app has a nice and intuitive design and it is very useful to add information such as food and water consumption. It also helps create a personal goal based on your activities. Some of the features are only available if you use an android phone. I would not recommend this if you are an Iphone owner. For example you cannot reply to the messages if you are using an Iphone. Maybe it is better to spend a little more for an apple watch in that case.,4.0
"This is my first negative review on Amazon.I don't know much about its features because I didn't use it myself.What I know is I bought it for my boss and it had a problem with a charger within three months.So, I sent it to repair with 1st class royal mail since 5 January, which I had to pay by myself for7.65 pounds.(They got it since 6 January.)What would customer expect from customer service of a brand that is more expensive than others?Yes, good customer service.However, it is not what I expect.I expect fast preparing for my boss.But I needed to ask for preparing progress three times and always got nothing.The first two times, I asked on Amazon chat.They told me to wait, 48 and 24 hrs.And I got nothing twice.Then I just knew that I could contact Fitbit directly.I contacted them since 25 January.They told me that they would check my case with their higher support team.And I got a tracking number in the next day (26 January).The case would be solved.However, that tracking number can't be tracked until now.It means I waste my time almost a month for this brand, for the item that is more than a thousand buck.I don't know what's next.But I'm sure on thing that I will never suggest this brand to anyone.",1.0
This is a great watch/tracker though my wife finds it doesn’t always count all her steps. Battery lasts about a week and all the built in features are really useful. I have one too and the silent vibrating alarm is good if like me you get up before your partner. There are many replacement straps available along with different faces to ring the changes.,5.0
"I had this watch for almost 3 months and the screen popped off in the shower hanging only by the cable inside. EXTREMELY disappointing as I was more than happy with the watch in every other way. But that's all irrelevant if I can't use it for longer than 2 and a bit months. This is baring in mind that I'm very careful with it, only work out occasionally but showered with it every day with the understanding that it was waterproof. This is my first and last watch from fitbit.",1.0
"I love this watch and tracker as I also love their app. I started training for a 5k run I have and this helps to track dostances, heart rates and times among other things. I also purchased a cover since I have my 2 little sons and 2 cats and I didn't want it to get scratches on it and thank God I did it.All in all this is perfect for me, not sure for advanced runners but it makes me happy and keeps me motivated and guess what? You can also use it to pay for your shopping! Absolutely amazing",5.0
"I love everything apart from the device...I’ll keep this short and to the point...I purchased this to monitor my workouts when cycling. It says that the watch must be 2 fingers above the wrist bone during workouts and this is the result of 2 weeks of having the device. As you can see it has seriously damaged my skin and I note I HAVE NO ALLERGIES WHATSOEVER. If the device is loosened it does not read heart rate correctly... so wear it right and loose the skin on your wrists or get false data, not good.The battery indicator is faulty and displays whatever the charge level it was at when removed from charge (e.g 75%, 98% or 100%) and stays showing that until it runs out of battery and died. Fitbit support told me that this was normal and it was my error... not sure how it is my fault that it dies at a battery level of 98%!Actual Fitbit software is amazing, this watch is a disgrace. I’ll be returning or exchanging for another model.",1.0
"So far so good! I decided to upgrade from my Fitbit Charge 2. The Versa 2 has more features and options than the Charge 2. It doesn’t feel bulky and is really comfortable to wear. I also like the fact you can swim in it, although I haven’t yet.I had been debating getting an Apple Watch, but decided I wouldn’t use a lot of the features, so the Versa 2 is just perfect for me.",5.0
"Best purchase I have made in a very long time.The Fitbit app is so user friendly with a lovely interface that’s not difficult to understand.The watch itself looks stylish and you forget that you even have it on.LOVE that my notifications go through to it.LOVE that it tracks my sleep.LOVE that it tracks my activity and fitness (I’m a total beginner and this has made me get moving again, such a difference!).LOVE that it has a built in alarm so I no longer have to wake my partner up with the horrendous iPhone alarm tune.LOVE that the battery life means it last for 4/5 days before a charge is needed!LOVE everything about it. Such a great little purchase!The only downside is, the screen of the watch is SO easily scratched. Without knowing mine has scratches all over now which is disappointing. I would recommend buying a cover before wearing properly.",5.0
Reliable (and good-looking) gadget - I used to use a small Fitbit tracker but now wanted something with a bigger display that can handle more than just tracking and this is perfect,5.0
Bought this for my wife for Xmas.  As she already has had many different fitbit watches . She tells me this is the best of them all. Both from the information presentation and the viewing of the information in sun light conditions. Appears to give her accurate information as she is always doing comparisons with apps loaded on her phone. If she is happy then it must be good.,5.0
"My new Versa 2 Fitbit. I received delivery on 27.11.20 it was fully charged.  When my battery was getting low I put it on the charger.  After a few hours I checked my Versa 2 only to find it was not charged and the battery was almost flat.  I contacted Fitbit who gave me suggestions on what to do to sort the problem but none of them worked. By this time the battery was flat.  I was about to return the Fitbit to Amazon but thought I’d try the old charger, it fit more snugly into my old charger than the new one so you can assume from that that there was no connection.  Within seconds my Fitbit started charging. In the instructions that came with it, it states you should not use an old charger, if I hadn’t I would not have known the new charger was not fit for purpose.",5.0
"Love my new versa 2, I didn’t want to go for the 3 or the sense as to be honest I’ve been contemplating upgrading to Apple Watch later in the year.I was worried it would look too big on me, but I needn’t have.I’ve always had fitbits since they started, only sorry I bought a charge 3 last time instead of the versa 2! But the versa 2 is making me question the ‘desire’ of the Apple Watch!I love the sleep tracking,  but steps and heart rate are the most important feature for me.Super duper easy to set up, although I haven’t connected my Spotify or AirPods yet.  Nor have I tried the spo2 feature, (but I guess I’m not bothered to as don’t understand it, and I’m fit and healthy anyway)Heart rate seems accurate, I’ve taken my pulse and then checked the Fitbit and they are very close.Great battery life, I’ve got it on screen always on mode so it eats up battery quicker but I don’t mind.",5.0
Ok so review time. I have had the fitbit for just over a week now and i can verify its the real deal ( not a knock off. It comes with 2 straps small is already on it then it comes with a large that you can change over to ( if you have a bigger wrist.) you can change the background as you can see mine is stitch and its overall a really good size and a nice product. I also got a screen protector because the screen is glass just to warn you.Ok now down to downsides. For starters i got the fitbit because i knew it had like a kinda apple pay thing but its really restricted with cards which is frustrating so that means i cant pay with mine ( hoping that add my card soon haha) secondly tue charger it comes with is a good charger but the cable will bend and break so this is my only warning. Other then that the product is great and really useful and pleasing to the eye.,5.0
Loved it. At first. It appeared to be fantastic. But today the watch has burnt my skin so now I don't want to wear it. It wasn't an irritation from the strap. I actually felt it burn and immediately took it off to find a sore red burn mark on my wrist where the back of the watch sits. Very disheartening as I really did love this watch.,2.0
"Bought as I lost my pervious watch, when I read about it was really excited about being able to download songs to the watch, but wish I had read all reviews 1st as like the others said you need a laptop/computer which I dont have as like nearly everyone I use my phone/tablet.Can't believe that a company as big as fitbit hasn't sorted this yet :(Still a good fitbit would be fantastic if I could get songs on it.",4.0
"It is absolutely crap. I brought a £20 one in January which looks the same and works much better and does more, the only plus was this watch had spinning on it and the maths on that is wrong, I worked hard, i was pouring with sweat for 30 minutes and it said 94 calories burned whereas my other app said over 300. If you think paying an extra 100+ for it will make it a better watch then like me you will be very disappointed. It doesn't even count the steps correctly. You have to pay £8 a month for it to track your sleep etc whereas my £20 watch does it for free and my much cheaper watch does the blood pressure and blood oxygen. The fitbit is a rip off. Don't waste your money on it like I did.",1.0
My favourite fitbit design so far. I much prefer the larger clock face compared to other fitbit like the Charge as it's much easier to see the time and my steps. Maybe it's just me but the Spotify link seems a bit redundant and Alexa will only work when my Fitbit has access to WiFi so they're not great for when you're out and about. Still I love the amazon exclusive purple and rose gold combo and I have found the app finds and syncs with this fitbit much easier than the old ones.,5.0
For the sole reason that you cannot connect to spotify & change tracks whilst doing a workout. Yes I can download music to the phone but that's a head ache.The spotify thing is heavily marketed for this phone. Very disappointing not to see multi-tasking when doing a workout.,3.0
"For the price, I was hoping for more to be honest.Took a long time to figure out syncing, and even then, it wouldn't half the time. Only had it for about 24 hours before deciding to return for a refund. Amazon handled brilliantly though.Maybe I didn't give it a fair trial, but i was massively underwhelmed for the price I paid. Couldn't get it to use the Spotify app, which was a big thing for me. Would rarely sync notifications either, another big deal for me.If you're thinking of getting one of these, I'd probably recommend saving yourself a few quid and going for the original versa or lite. Almost identical functionality and less damage to your wallet/purse!",2.0
"This is my first Fitbit and god am I pleased I chose it! Easy to install, set up and sync with my phone app- really clear instructions and tonnes our helpful tips to get you understand I how it works. Comfortable strap with spare included should you need a larger wristband. Wonderful strong colour and quality finish with face displaying crystal clear graphic. Would recommend buying a protective cover for it.",5.0
I have had this now for just over a month after it had been delivered to my parents in Scotland as I was supposed to be visiting and collecting. I had noticed that the battery was not as good as my 2  yeard Charge 2. I fully charged it yesterday and put it on around 5.00pm. Today I got the text at 4pm to say my battery was low! that is just disgraceful. I should not be charging a brand new fitbit every day. Not sure what to do with it...,2.0
I bought this for my daughter as she loves it. It’s the second one she’s had the first being an older model. It’s obviously a good watch and she loves it otherwise she would not of wanted the same type of watch. So from what she’s said it is highly recommend. The only negative issue was the plastic strap it came with irritated her wrist where water would sit under it after she’d had a wash or had her hands in water so we bought the metal strap and that has been better,5.0
"Very limited smart watch. It is not a good value for money. Better if you get a Galaxy Activity, miles better.The tracking system is questionable as it isn't GPS based.The app is limited as well, many issues with synchronization and Bluetooth connectivity. The music apps are reduced and only works with premium Spotify.The touch screen response is not good, sometimes it is unresponsive and frustrating to going to settings as it keeps going to home screen.",3.0
"This Fitbit Versa2 is perfect, it's comfortable and looks good.  It's waterproof and the size is good with a clear, easy to read screen.  I had a Verrsa which was also very good but I upgraded to the Versa2 and it's brilliant.  I definitely recommend it.  It comes with a spare strap if you need to use a bigger one. I can't think of a single negative thing to say about this Fitbit. Very pleased with it. Also, nearly forgot, it only needs charging once every 7 days!",5.0
"I was initially unimpressed with the Versa 2 as it is very unreliable with syncing - it can be a real chore to get it to work. Like 15-20 minutes with the app open tapping 'Sync now' but it always failing without giving a reason. Turning all day sync can force it to work but drains both phone and watch battery at an accelerated rate.My next issue occurred when a blue stripe appeared on the display which wouldn't go away with rebooting or changing watch faces which were the only suggestions from Fitbit support. Then today I noticed I'd not got any notifications through the watch despite having messages on my phone. When I looked at it, it was stuck in a bootloop flashing the Fitbit logo on and off with no way to reset. Holding down the back button does nothing, so I think my only option is to wait until the battery runs out (it was reasonably freshly charged) and then see if turning it on will do anything. Just an absolute garbage product and regret buying it every day. Thanks, Fitbit!",1.0
"This was ordered to replace a Garmin watch (wouldn’t recommend). The Fitbit app is great, I love that it can count the steps and I can see them so much faster than my Apple Watch. The sleep tracking isn’t the best, it’s not very accurate but it’s better than the Garmin watch for that. The App is also much better than the Garmin. I love that you can swap the straps easily. The built in Alexa is also great as I use Alexa to control my smart home. It’s high quality, you can tell it’s not cheap or plastic. The battery life is great, over 2 days out of mine easily.",5.0
"Had a fit bit charge for years and a garmin. Wanted something that looked a little different with the same functionality.  First one died after about 3 weeks. This one has a mind of own: inaccurate HR monitoring during exercise (particularly cycling),  VO2 changed from 38 to 30 overnight, decides I'm on a run randomly, doesn't always store the exercise (transfer from phone to app), if I sit still it thinks im asleep.....Very disappointed. Will try to return as not fit for purpose.",2.0
"I have had about 10 different smart watches/ trackers and sad to say Fit bit is the most inaccurate of them all. At work I usually do about 9000 steps a shift, when wearing this watch it ended up around 12000. When I take my bicycle to work (12 mile roundtrip) it still registers around 1000 steps each way although the setting is for bike. Overall Im not happy and feel this tracker is a waste of money. Like the look, but not that it gives constant false readings.",2.0
"I like Fitbit because I do a lot of walking and like to keep track of my steps. I originally had the Fitbit charge 3, and this did it very well. However there was things I thought the 3 was lacking compared to the versa, a coloured screen, Spotify, and the addition of Alexa. After thinking about it for a while I thought, why not treat myself and upgrade. Here's the thing. The versa is prettier, I like that it has a coulorful screen and more customisation options. But If you don't care about that sort of thing. It's exactly the same as the charge 3. Spotify connection very rarely works, and when you finally manage to get it connected, it only stays connected for a short while before disconnecting again. And the addition of Alexa (because she doesn't speak out loud) is mearly a novelty. Overall I don't mind that I purchased it, as it is prettier to look at, but solely on what it can do, I would of just been happy keeping the charge 3, as I personally just used it for keeping track of my steps and my swimming. The charge 3 will give you your text and call notifications, it will keep track of your exercises, everything you need it for. The only thing it's really lacking is a coulorful screen.",3.0
Bought as a Christmas gift for my husband as his last Fitbit eventually died. We have both used for it’s for at least 8 years and love them. This one hasn’t disappointed and it’s such a good idea for the built in Alexa and downloadable songs. The lots of watch face options are a nice touch too,5.0
"A word of warning. If you are thinking of getting one, beware!I just want to bring this to your attention.I bought a brand spanking new Versa2 yesterday.The device itself is a very smart piece of kit indeed, and I  was looking forward to setting it up.It'll be a breeze I thought as I was upgrading from an old Fitbit Blaze and already had the app..which I have loved for 4 years.Er no.Hours of the trying to get it to work was to no avail.Frustration Big Time. Then I realised I was not dumb/alone.Fitbit has hit a big problem as many other folks will contest to on the Google play reviews and Fitbits forum.. My new Fitbit and many others will not sync to their phone.I am very much not alone.An app software update has deemed many devices pretty useless right now and at the time of typing needs fixing. There are reports too that the updated app won't work all of a sudden on some phones..If I had known all this I wouldn't have forked out £150.And now, I'm returning my device.",2.0
Brought as a present for my mum for Christmas as I've had 1 myself for a few years now so I already know the versa is a great piece of tech. My mum isn't very tech savvy but she loves it! Loves beating me on steps every day and finding out how much she's moving around. She loves how easy it is to read the watch face and the texts on the home screen.,5.0
I bought this as a replacement for a Fitbit Ionic which I unfortunately dropped and broke the screen. Apparently no way to repair so thought Id try the Versa 2. Turns out when swimming there is no way to see your laps as you swim only afterwards on your phone. I believe the marketing blurb is very misleading. Setting up was very glitchy. Its a shame as nicer looking than the ionic but on balance Ionic is a better watch.,2.0
"Hi.First the connectivity of the watch isn't very good and succeed or fail at random. I wanted to upload music from my computer and it took me several tries to finally succeed. Not sure why tried with bluetooth off etc but just decided at some point to work. (Tried to add more music later on failed again. So didn't try to connect it again...)I suppose they didn't want to make it easy to upload your own music to promote Spotify etc...Also there are no Volume control. I tried to manage the volume through the phone, the PC, the watch itself. Also learned about the absolute volume but nothing worked. The volume is WAY TOO LOUD and I am not the only one.So I will just send back the watch. there are plenty of watch who track sleep, heart beat for way cheaper. As the audio option is useless.The Fitbit website is terrible if you look for any solution. And customer service just bring you to the website. So your best friend is google and youtube.I still put two stars because  the watch give the time and still look pretty.I was going to try and change it for the Versa 3 but decided to check the potential issues and could see that volume was TOO LOW on this one.So I will just move to another brand.Still good watch if you don't care about the audio. But again there is way cheeper for the rest of the options.First time disapointed by an amazon choice.",2.0
"I ordered this watch as an upgrade from the basic fitbit for my wife for tracking exercise and text messages and answering calls playing music but none of this works. I've reset the watch restarted the phone but still does not work, complains about a service not running and to restart the phone to fix.. Does not fix the issue..I have searched the internet and see I am not the only one having this issue, Fitbit need to take a look at there code and fix this bug and push out a fix.. This watch is not value for money..I don't like leaving a bad review but in this case I had too.",1.0
I bought this and all was well for two months. Then it wouldn’t turn on or sync. Contacted Fitbit who after back and forth sent me a replacement. Not new and not boxed up etc so I suspect it’s a refurbished device. It won’t sync to Bluetooth so I can’t even find out if it’s working properly. No what I’ve come to to expect from a reputable company. Avoid like the plaque.,1.0
"Problems for 2 days to connect to fitbit app and Alexa app which was very frustrating.Then trying to connect Deezer, Spotify which I now believe that you have to be a premium member to use. I did think the sound would come from it but must be used only wirelessly.But now all set up I  love the design, the size great for my eyesight, brightness, the apps come in very handy.Speaking to Alexa is a good feature.Love the feel of the soft feel strap.",4.0
Am so disappointed with this fitbit. I have owned a fitbit for over 4 years and moved onto versa 2 but have had non stop issues needing to email fitbit support at last once a fortnight. The screen freezes so I can't get to use any apps and the tracking info is wrong as often as it is right.,2.0
"This product was purchased for a friends birthday. He was excited to receive it however the set up was a long painful process that still wasn’t achieved a day later. After multiple resets of the phone, watch and the app we could not get the device to sync - the Bluetooth setting was saying “an app is required for this” - we had already downloaded the app and set up a profile too. I am appalled by the quality of the app and when searching for a solution online I discovered that this is a common theme in reviews where people are struggling to connect the watch to the phone. After another 3 hours last night we decided to package the item and return. This is very infuriating because my friend was looking forward to using this new watch as it was his birthday present. Lots of improvements and bug fixes need to be made to the app before I would recommend that anyone buys it. Don’t waste your money or time on this!",3.0
"Unfortunately, I will be returning this product to the seller as it arrived dysfunctional. Firstly, I wasn't kept up to date with delivery of the product however, it did arrive earlier than originally stated. More importantly the watch itself WILL NOT SWITCH ON. After an afternoon placed in the charger all that shows is the logo screen. I downloaded the FitBit app and entered all my details however I CANNOT SYNC MY WATCH to the app on my phone. Even worse the week after I purchased this product it was reduced by over £30. Terrible product, I would not recommend purchasing the FItBit Versa 2 from here. My return request has been submitted.",1.0
"Fitbit is the easiest fitness tracking to use in my opinion (tried garmin and iwatch) the versa was quick and simple to set up and is easy to navigate through the screen.  Nice selection of watch faces to choose from on the app. The watch automatically detects running and doesn’t require you tapping ‘record’ like the iwatch. App has features like sleep tracking, weight loss, water intake, calories as well as the usual steps, floors etc.",5.0
"i purhcased this watch a few months ago and I must say that I am extremely unimpressed. For a watch that costs £140, it should actually be able to do the stuff it says to do - and it should be made far more clear that it is not fully compatible with the devices that follow the Android OS 7.0 and above compatibility in the description. You have to scroll down to the fine print to see a link to a pdf of a list of devices that are compatible.My watch is very poor when it comes to tracking distance. I noticed that for the majority of my runs, the distance is way off after comparing it to google maps. The other day, I went for a run and compared the fitbit with Strava and found that Strava, which is very accurate, measured my distance as 3.8km, whilst Fitbit measured it as 2.9km. This is quite a big difference and also means my running pace, which I am working on improving, is very inaccurate.Customer service is pathetic too, they only give you the most basic troubleshooting advice, even when the product clearly has a fundamental issue with it.",1.0
I’m so pleased with my versa 2.It delivers on all apps efficiently.It’s easy to use and I get the best out of everything using it.I’m so pleased with my new Fitbit and I couldn’t have got it at a better time in life.,5.0
"I brought this fitbit for my best friend, for her birthday. She absolutely love it!. She's a complete fitness fanatic an goes on endless walks with her huskies. So she's delighted now she track her fitness. Also creates goals for herself too keep pushing steps too the next level.She did mention that the sleep takers not as precise as she through it be, but still really useful too track her sleeping hours.She absolutely loves the Alexa built it, really useful tool on the go.",5.0
"This thing is useless. It doesn't do what it is supposed to do. I would expect it from a cheap watch but not from a company who was founded on quality tracking watches.I work at a desk at home and apparently do 10k+ steps a day and also sleep walk because it tracks steps before I am out of bed. The sleep tracker is OK but believes I'm asleep if I lie still for a few seconds so inaccurate at best. I would not recommend this product because I  can only really use the notifications and time,  all the other features do not work as intended.",1.0
Wife is very happy with this watchApp is easy enough to useBattery life is good heart rate monitor works as it shouldSo far so goodAs a precaution she has fitted a screen protector which she purchased from Amazon (CAVN) if anyone is interested this actually clips onto the watchand does not interfere with the operation of the screen (i have no connection with this company),5.0
"I had the Fitbit Versa but sadly after 3 years it started to die on me. I got this as an upgrade and I’m completely satisfied with it. I don’t use it for music so can’t comment on that, but as a fitness tracker it works perfectly! Haven’t had any trouble with it as of yet!",5.0
"Bought as a direct replacement for my wife’s ageing Versa 1. She said that it is better than the original in both battery life and function. I looked at the Versa 3, but this had all the functions she wanted. If you’re the kind of person that always has your phone with you, then you don’t need the GPS functionality of the Versa 3 as the Fitbit app itself will track your route.",5.0
"It tracks steps, sleep and heart rate. It is not smart enough to stay connected to your smartphone.  Needs resetting every day.I really wish that I had bought another Garmin and wasn't seduced by the prettiness of this watch.Very disappointed.",1.0
Worst watch on the market. App renders this watch unusable and the updates are few and far between and when they do update you will be spending hours trying to put the update on the watch. Dont waste your hard earned money. If you don't believe me look at the reviews on the app itself. 1 star reviews for months. Utter garbage. Its had a huge reduction in price for a reason and in my eyes you should be paying customers to take these off your hands. Not charging for them.,1.0
"I bought this mainly for the sleep tracking but the smart watch features were just going to be a bonus. The smart watch features are nice but quite limited. The biggest let down for me was the sleep tracking, The first night it said I only got 3 hours sleep when I had slept for well over 7 and the next night it didn’t even track any sleep. After some online searching I was advised to tighten the strap so it can read it better. After 2 more nights of no sleep tracking, I took off my watch and gave up. When I took off the watch I discovered I actually had blisters where the strap was from it being so tight. I contacted fitbit for support and they told me to tighten the strap so the watch can track sleep better but the reason I got blisters is because it was too tight... No further ‘help’ than that and they refuse to admit there is anything wrong with their device even though a quick google search of ‘versa 2 sleep tracking problems’ will show you otherwise. All in all a waste of money and would return for a refund if only they would let me",1.0
"Gps seemed fine, although the app wouldn't show the maps for my runs. It was super easy to set up and download my music too, however the 1st day my phone notifications came through then stopped, after a number of help searches, resets I called Yr he help line advised me there would be an update, update didn't come after over a week sent back for a replacement, 2nd one was worse, only half of the exercise settings came through in the watch and still no notifications. Sent back and paid 30quid for a huawei band 4, much easier just can't download music, but it does do what I wanted it too. Xx",1.0
"I have had this for some time now and can compare it with Apple version too.The greatest advantage for fitbit v2 is its battery life .Amazing app for tracking your activities and connectivity to strava for fitness freaks is simple ( though I had some issues initially due to my own lack of technical knowledge).No GPS in versa 2 but they have sorted this in versa 3.Just for that reason , one can choose to go for v3 as u don't need to have a phone with u for ur exercise.Not used for music so cannot comment.Just the battery life makes it a clear winner over apple .My next upgrade would be versa 3 or fitbit sense for sure. I will certainly stick with fit bit as I am very happy with this product.",3.0
"I got this as a Christmas present for my mum and she loves it. I have got myself an Apple Watch and they are very similar yet different. I couldn’t connect my bank card with the watch for some reason and it’s due to the watch not accepting my bank.It does track the calories and the steps and that is what she wanted it for.Looking wise is very sleek and looks very smart. The band thick and looks very nice. She is happy with it, but you will have to do your research and check that the watch is compatible with the things you have already.",5.0
The look and screen of the new versa is great looks fantastic on your wrist..however be careful buying if you have tattoos I wear watches etc on my left wrist which is tattooed with the Blaze and ionic no problems but with the versa 2 it will not track heart rate sleep or active minutes I tried everything in the end I switched it to my right wrist and now working fine... apparently the tracker lights on this device struggle reading heart rate through tattoos,4.0
"Not happy with this purchase at all. Alexa couldn't hear me unless I literally screamed at my watch or tapped the microphone first. The app synching is so so, couldn't make my notifications work. If they did work I had no idea how or why and then it stopped working as magically as it started and couldn't make it work again. And microphone felt like it had some water in it or something. Not sure if anything was wrong with my watch or if it is just serious software problem. Either way, returned it as it's not worth the money. The only thing I liked about it were the looks and all the apps. Too bad. I will wait till they improve.",3.0
"During the time I have had it I have owned both a Samsung S8 and Huawei P30 Lite and is very bad at syncing for both of them. As a consequence of this, I have to refresh/sync the app everytime I want to log an activity and use Alexa... might as well just use my phone rather than spend the money on the watch. On top of that, it has the ability to connect with Spotify and can change songs using the watch, but it doesn't allow it when you are in the midst of recording an activity... the only time I would want to use this is when I am running, so there is no point in having this. Also if you want to use this to use contactless payment, it is only compliant with a limited amount banks, most which are not large banks - the only bank I have heard of in the list is Santander.",2.0
"It's enough to say that my wife likes it. As a fitness tracker and watch it works well, it's lightweight too. Ok so it's not feature rich like an Apple Watch, but that's a different kettle of fish anyway and much costlier.Well made, good features and a decent price. My wife likes it especially as it does not need charging every day. Enough said.",5.0
"Dreadful product. I’ve had a Fitbit charge before and it was great. I upgraded to this watch and wish I hadn’t. Brought in early July, battery life was ok (3-4 days) but not great. One day it went from half charged to dead and would not charge. Fitbit did checks and declared it faulty so sent a replacement in late August.The new one did not hold its charge at all and the battery went flat within 24 -28 hours. Despite stripping out all the notifications, brightness etc so it was effectively  just a bog standard watch it did not improve the battery life. After three weeks of frustration Fitbit acknowledged this one was also faulty and offered another replacement. I’d lost faith after having two go wrong in three months so Amazon promptly refunded (good service compared to the hoops I had to jump through with fitbit).I’m going to get a different make of tracking watch instead.",1.0
"I had to get this device replaced within 3 months as the screen stopped responding. The replacement I received arrived with scuffs to the back and from day 1 i have had connection issues (meaning it won’t sync to my phone reliably regardless of any troubleshooting) and the battery lasts half the time. I have been trying to get this sorted for 2 months now with fitbit and they have been nothing but unhelpful being passed from person to person and them now telling me that I have to wait  indefinitely for them to decide how to proceed. I am left with a device that won’t track my steps on my phone as it won’t sync, I can’t use it for notifications or any of the other features other than time, heart rate and step counting for that day and have no track of my steps previously on the app as it isn’t syncing.I would not recommend this device to anyone I have had nothing but trouble and the customer service has been an absolute disgrace.",1.0
"So far my favourite purchase in a long time. Waaaaaaay better and simpler to set up than my old Garmin. Interface is seamless and easy to follow, product is stunning, easy to use (didnt really need any guidance) and battery lasts really well. I LOVE this product! Excellent price too and integrates with other fitness platforms/apps too which is just great! Easy to use and beautiful!",5.0
There was and is a big issue with this device; we walked for a down walk of 3 miles and it calculated it as 11 miles along with the calorie burn you would expect. Tried to re set; same issue; also it had data even prior to the purchase so I suspect this was re conditioned; possibly.Anyway pity as sent for refund as replacement would probably have the same software issue.,1.0
